CIS_OBEC,CIS_OKRSEK,PORADI_ZPRAC,DATUM_CAS_ZPRAC,OPAKOVANE,ZAPSANI_VOLICI,VYDANE_OBALKY,ODEVZDANE_OBALKY,PLATNE_HLASY,KANDIDAT_7,KANDIDAT_9
505081,2,8209,2018-01-27T14:58:37,0,176,127,127,126,78,48
569488,2,8210,2018-01-27T14:58:37,0,82,72,72,72,30,42
575640,4,8211,2018-01-27T14:58:37,0,94,66,66,66,42,24
569593,2,8212,2018-01-27T14:58:37,0,88,64,64,64,42,22
583723,1,8213,2018-01-27T14:58:38,0,346,249,249,249,154,95
552046,6,8214,2018-01-27T14:58:38,0,771,555,555,554,257,297
568686,1,8215,2018-01-27T14:58:38,0,588,404,404,403,303,100
551287,14003,8216,2018-01-27T14:58:38,0,1122,735,734,731,396,335
597899,1,8217,2018-01-27T14:58:39,0,471,325,325,324,242,82
598011,1,8218,2018-01-27T14:58:39,0,1517,1094,1092,1080,646,434
580767,1,8219,2018-01-27T14:58:39,0,200,165,165,165,57,108
532282,1,8220,2018-01-27T14:58:39,0,359,240,240,238,154,84
544582,1,8221,2018-01-27T14:58:39,0,228,178,177,177,70,107
562165,1,8222,2018-01-27T14:58:39,0,174,148,148,148,74,74
532819,21,8223,2018-01-27T14:58:40,0,94,62,62,62,33,29
560499,2,8224,2018-01-27T14:58:40,0,1058,493,493,493,333,160
579777,4,8225,2018-01-27T14:58:40,0,947,639,639,639,317,322
586897,1,8226,2018-01-27T14:58:40,0,344,243,243,243,155,88
539155,1,8227,2018-01-27T14:58:41,0,611,440,440,440,179,261
576361,5,8228,2018-01-27T14:58:41,0,480,347,347,347,191,156
533165,10,8229,2018-01-27T14:58:41,0,877,624,624,622,327,295
500178,6024,8230,2018-01-27T14:58:41,0,900,707,707,702,141,561
599051,4,8231,2018-01-27T14:58:42,0,888,603,603,601,368,233
565971,1,8232,2018-01-27T14:58:42,0,588,336,336,336,213,123
535133,1,8233,2018-01-27T14:58:42,0,1020,692,692,691,326,365
587711,2,8234,2018-01-27T14:58:42,0,947,730,730,730,407,323
593711,32,8235,2018-01-27T14:58:42,0,760,483,483,481,338,143
546003,3023,8236,2018-01-27T14:58:43,0,589,434,434,434,199,235
563111,1,8237,2018-01-27T14:58:44,0,211,125,125,124,70,54
551376,6001,8238,2018-01-27T14:58:44,0,662,521,521,517,207,310
596230,14,8239,2018-01-27T14:58:44,0,168,137,137,137,85,52
533271,5,8240,2018-01-27T14:58:44,0,626,407,407,406,179,227
547492,10,8241,2018-01-27T14:58:45,0,1123,828,828,827,419,408
596701,1,8242,2018-01-27T14:58:45,0,511,391,391,391,194,197
539911,24,8243,2018-01-27T14:58:45,0,587,367,367,366,225,141
571164,20,8244,2018-01-27T14:58:45,0,526,344,343,342,175,167
558176,1,8245,2018-01-27T14:58:45,0,282,197,197,194,127,67
569810,41,8246,2018-01-27T14:58:45,0,977,665,665,664,360,304
531944,1,8247,2018-01-27T14:58:45,0,914,634,634,632,286,346
593559,6,8248,2018-01-27T14:58:46,0,664,369,369,366,222,144
574716,1004,8249,2018-01-27T14:58:46,0,704,501,501,500,307,193
585955,1,8250,2018-01-27T14:58:46,0,909,647,646,644,333,311
579203,6,8251,2018-01-27T14:58:46,0,990,666,665,665,346,319
566870,1,8252,2018-01-27T14:58:47,0,265,123,122,122,98,24
567612,1,8253,2018-01-27T14:58:47,0,731,472,472,472,339,133
573248,6,8254,2018-01-27T14:58:47,0,832,567,567,564,290,274
544671,1,8255,2018-01-27T14:58:47,0,443,323,323,323,223,100
529303,10,8256,2018-01-27T14:58:47,0,552,351,351,351,189,162
553425,10,8257,2018-01-27T14:58:47,0,998,496,496,491,231,260
534579,1,8258,2018-01-27T14:58:47,0,324,230,230,230,128,102
576964,7,8259,2018-01-27T14:58:48,0,713,518,518,516,280,236
552046,3,8260,2018-01-27T14:58:48,0,791,522,522,521,208,313
530018,1,8261,2018-01-27T14:58:48,0,62,48,48,46,27,19
563668,2,8262,2018-01-27T14:58:48,0,520,386,386,385,129,256
571491,3,8263,2018-01-27T14:58:48,0,101,79,79,79,31,48
599930,2,8264,2018-01-27T14:58:48,0,810,455,455,454,319,135
554499,14,8265,2018-01-27T14:58:48,0,163,108,108,108,74,34
544281,5,8266,2018-01-27T14:58:48,0,198,145,145,144,71,73
540579,1,8267,2018-01-27T14:58:48,0,155,112,112,111,43,68
513750,10,8268,2018-01-27T14:58:48,0,1088,371,371,366,197,169
547107,12043,8269,2018-01-27T14:58:48,0,746,540,540,540,196,344
555088,51,8270,2018-01-27T14:58:49,0,794,538,538,538,362,176
587389,1,8271,2018-01-27T14:58:49,0,154,114,114,114,40,74
551384,1,8272,2018-01-27T14:58:49,0,539,390,390,390,193,197
567027,37,8273,2018-01-27T14:58:50,0,687,375,375,373,260,113
565229,5,8274,2018-01-27T14:58:50,0,597,392,391,389,246,143
561681,4,8275,2018-01-27T14:58:50,0,391,222,222,220,147,73
555738,1,8276,2018-01-27T14:58:50,0,331,189,189,189,107,82
539139,1,8277,2018-01-27T14:58:50,0,910,706,706,702,167,535
562335,19,8278,2018-01-27T14:58:50,0,523,397,397,397,185,212
592005,1,8279,2018-01-27T14:58:51,0,987,701,701,698,292,406
559857,1,8280,2018-01-27T14:58:51,0,584,380,379,379,233,146
594075,1,8281,2018-01-27T14:58:51,0,156,82,82,82,60,22
599565,4,8282,2018-01-27T14:58:51,0,702,491,491,491,296,195
513491,1,8283,2018-01-27T14:58:52,0,774,514,514,513,320,193
556904,13,8284,2018-01-27T14:58:52,0,346,253,253,249,63,186
500089,2025,8285,2018-01-27T14:58:53,0,763,548,548,547,132,415
551660,1,8286,2018-01-27T14:58:53,0,854,553,553,553,335,218
540471,1,8287,2018-01-27T14:58:53,0,1153,835,835,834,499,335
557650,1,8288,2018-01-27T14:58:53,0,131,72,72,72,43,29
571920,1,8289,2018-01-27T14:58:54,0,256,168,168,167,81,86
534196,3,8290,2018-01-27T14:58:54,0,103,72,72,72,39,33
588385,1,8291,2018-01-27T14:58:54,0,757,557,557,556,278,278
555614,1,8292,2018-01-27T14:58:54,0,529,310,310,310,159,151
535214,2,8293,2018-01-27T14:58:55,0,109,74,74,74,35,39
538931,22004,8294,2018-01-27T14:58:55,0,1137,702,702,701,254,447
578533,1,8295,2018-01-27T14:58:55,0,184,126,126,126,99,27
597180,7,8296,2018-01-27T14:58:55,0,696,374,374,372,262,110
570931,2,8297,2018-01-27T14:58:55,0,329,250,250,249,110,139
500216,9019,8298,2018-01-27T14:58:55,0,486,328,328,326,107,219
570109,5,8299,2018-01-27T14:58:56,0,821,595,595,593,280,313
568988,2,8300,2018-01-27T14:58:56,0,881,625,625,623,357,266
535419,26,8301,2018-01-27T14:58:57,0,665,425,425,422,258,164
533165,18,8302,2018-01-27T14:58:58,0,601,442,442,441,234,207
591181,7,8303,2018-01-27T14:58:58,0,715,502,502,502,279,223
575780,1,8304,2018-01-27T14:58:58,0,207,152,152,152,98,54
546135,11014,8305,2018-01-27T14:58:58,0,814,494,494,493,354,139
500054,1009,8306,2018-01-27T14:58:58,0,920,682,681,678,131,547
553069,5,8307,2018-01-27T14:58:59,0,1091,717,715,713,350,363
502316,4005,8308,2018-01-27T14:58:59,0,873,495,495,494,308,186
560413,1,8309,2018-01-27T14:59:00,0,399,256,256,256,159,97
566055,1,8310,2018-01-27T14:59:00,0,247,167,167,167,83,84
539694,13030,8311,2018-01-27T14:59:00,0,599,414,414,413,120,293
590266,28,8312,2018-01-27T14:59:00,0,660,466,466,465,230,235
582883,1,8313,2018-01-27T14:59:00,0,533,384,384,382,250,132
549525,1,8314,2018-01-27T14:59:01,0,168,113,113,113,79,34
550353,1,8315,2018-01-27T14:59:01,0,594,360,360,360,183,177
536385,7,8316,2018-01-27T14:59:01,0,874,553,553,553,339,214
598933,7,8317,2018-01-27T14:59:01,0,1058,729,729,728,370,358
563463,1,8318,2018-01-27T14:59:02,0,234,155,155,155,121,34
565024,1,8319,2018-01-27T14:59:02,0,409,273,273,272,180,92
540811,1,8320,2018-01-27T14:59:02,0,617,441,441,441,220,221
500143,5036,8321,2018-01-27T14:59:02,0,699,568,568,566,103,463
578339,1,8322,2018-01-27T14:59:02,0,498,354,354,353,203,150
500119,4003,8323,2018-01-27T14:59:03,0,690,492,492,490,126,364
595713,1,8324,2018-01-27T14:59:03,0,140,96,96,96,73,23
500208,8057,8325,2018-01-27T14:59:03,0,152,129,129,129,80,49
593486,1,8326,2018-01-27T14:59:03,0,148,105,105,105,87,18
581402,1,8327,2018-01-27T14:59:03,0,205,170,170,170,121,49
513661,1,8328,2018-01-27T14:59:03,0,320,224,224,222,110,112
576026,1,8329,2018-01-27T14:59:03,0,370,243,243,243,154,89
549517,2,8330,2018-01-27T14:59:03,0,260,178,178,178,91,87
511382,51,8331,2018-01-27T14:59:04,0,625,489,489,489,293,196
504785,1,8332,2018-01-27T14:59:04,0,1116,730,729,725,448,277
551007,13006,8333,2018-01-27T14:59:04,0,999,720,720,720,316,404
573370,1,8334,2018-01-27T14:59:05,0,354,250,250,248,121,127
531791,1,8335,2018-01-27T14:59:05,0,399,302,302,300,153,147
500119,4070,8336,2018-01-27T14:59:05,0,664,468,467,466,146,320
598917,6,8337,2018-01-27T14:59:05,0,896,672,672,672,459,213
598810,23,8338,2018-01-27T14:59:06,0,858,614,614,613,332,281
599921,4,8339,2018-01-27T14:59:07,0,875,588,588,585,347,238
586307,4,8340,2018-01-27T14:59:07,0,916,719,719,716,292,424
532223,1,8341,2018-01-27T14:59:07,0,1265,883,883,883,407,476
531448,1,8342,2018-01-27T14:59:07,0,428,290,290,290,153,137
542148,1,8343,2018-01-27T14:59:07,0,339,331,331,326,63,263
589837,1,8344,2018-01-27T14:59:07,0,286,193,193,193,128,65
586846,18,8345,2018-01-27T14:59:08,0,480,273,273,271,100,171
574121,12,8346,2018-01-27T14:59:08,0,696,366,366,366,178,188
538221,1,8347,2018-01-27T14:59:08,0,584,476,474,473,145,328
592005,25,8348,2018-01-27T14:59:09,0,461,334,334,334,184,150
585831,1,8349,2018-01-27T14:59:09,0,1369,959,959,957,537,420
596647,1,8350,2018-01-27T14:59:10,0,415,313,313,313,187,126
542491,1,8351,2018-01-27T14:59:10,0,165,101,101,100,54,46
530778,1,8352,2018-01-27T14:59:10,0,174,152,152,151,95,56
545091,1,8353,2018-01-27T14:59:10,0,177,119,119,119,61,58
576891,1,8354,2018-01-27T14:59:11,0,241,178,178,177,72,105
561037,1,8355,2018-01-27T14:59:11,0,64,50,50,50,35,15
541320,1,8356,2018-01-27T14:59:11,0,307,190,190,190,95,95
585858,1,8357,2018-01-27T14:59:11,0,1136,662,661,659,392,267
559491,1,8358,2018-01-27T14:59:12,0,1365,879,879,878,467,411
556751,7,8359,2018-01-27T14:59:12,0,120,91,91,91,50,41
595209,1,8360,2018-01-27T14:59:12,0,1412,630,630,630,278,352
568414,24,8361,2018-01-27T14:59:13,0,781,568,568,566,325,241
537454,5,8362,2018-01-27T14:59:13,0,852,613,613,612,241,371
553697,2,8363,2018-01-27T14:59:13,0,1242,486,486,486,333,153
576743,1,8364,2018-01-27T14:59:14,0,207,148,148,148,70,78
562335,46,8365,2018-01-27T14:59:14,0,911,548,548,546,320,226
567051,1,8366,2018-01-27T14:59:14,0,759,315,315,311,121,190
563510,27,8367,2018-01-27T14:59:14,0,618,421,421,421,222,199
556904,1,8368,2018-01-27T14:59:14,0,3066,624,624,624,235,389
549240,17,8369,2018-01-27T14:59:14,0,769,512,512,512,221,291
500496,36,8370,2018-01-27T14:59:14,0,799,521,521,520,348,172
560383,9,8371,2018-01-27T14:59:14,0,985,491,491,490,310,180
503444,5,8372,2018-01-27T14:59:15,0,1244,588,588,587,356,231
546224,15057,8373,2018-01-27T14:59:15,0,570,375,374,374,244,130
552054,1,8374,2018-01-27T14:59:16,0,630,364,364,362,156,206
541982,1,8375,2018-01-27T14:59:16,0,576,360,360,359,168,191
537438,1,8376,2018-01-27T14:59:16,0,1052,705,705,703,386,317
536881,1,8377,2018-01-27T14:59:16,0,249,185,185,184,94,90
550973,23006,8378,2018-01-27T14:59:17,0,593,382,382,382,132,250
577430,1,8379,2018-01-27T14:59:17,0,354,277,277,277,117,160
555771,14,8380,2018-01-27T14:59:17,0,991,708,708,707,442,265
585068,6,8381,2018-01-27T14:59:18,0,567,379,379,378,195,183
584495,2,8382,2018-01-27T14:59:18,0,910,605,605,605,355,250
598003,4,8383,2018-01-27T14:59:18,0,915,562,561,560,371,189
540854,1,8384,2018-01-27T14:59:19,0,391,301,301,300,152,148
575062,1,8385,2018-01-27T14:59:19,0,259,198,198,198,120,78
533114,3,8386,2018-01-27T14:59:19,0,133,98,98,98,59,39
563145,1,8387,2018-01-27T14:59:19,0,122,106,106,106,53,53
569810,62,8388,2018-01-27T14:59:19,0,986,768,768,767,323,444
530735,1,8389,2018-01-27T14:59:19,0,143,110,110,110,67,43
547492,18,8390,2018-01-27T14:59:19,0,168,152,152,152,35,117
588458,3,8391,2018-01-27T14:59:20,0,1058,751,751,748,422,326
551031,20022,8392,2018-01-27T14:59:20,0,881,612,612,612,244,368
552046,33,8393,2018-01-27T14:59:20,0,604,453,452,452,181,271
583715,1,8394,2018-01-27T14:59:20,0,511,376,376,375,247,128
561185,1,8395,2018-01-27T14:59:20,0,893,434,434,434,271,163
548430,1,8396,2018-01-27T14:59:21,0,203,165,165,164,101,63
554286,5008,8397,2018-01-27T14:59:21,0,1151,795,795,794,519,275
558591,1,8398,2018-01-27T14:59:21,0,163,109,109,109,80,29
553131,7,8399,2018-01-27T14:59:22,0,770,556,556,556,309,247
545201,7,8400,2018-01-27T14:59:22,0,750,506,506,506,301,205
565351,1,8401,2018-01-27T14:59:22,0,97,73,73,73,44,29
572934,1,8402,2018-01-27T14:59:22,0,180,144,144,144,75,69
585068,35,8403,2018-01-27T14:59:24,0,911,617,617,617,322,295
592889,11,8404,2018-01-27T14:59:24,0,779,552,552,552,352,200
567442,19,8405,2018-01-27T14:59:24,0,938,508,508,506,314,192
550990,27006,8406,2018-01-27T14:59:24,0,832,620,620,620,184,436
517534,1,8407,2018-01-27T14:59:24,0,915,625,624,622,401,221
583120,3,8408,2018-01-27T14:59:24,0,627,444,444,441,288,153
571784,1,8409,2018-01-27T14:59:25,0,1735,1174,1171,1171,588,583
541630,8,8410,2018-01-27T14:59:26,0,816,528,528,528,289,239
539899,57004,8411,2018-01-27T14:59:26,0,372,293,293,293,84,209
566799,1,8412,2018-01-27T14:59:26,0,208,168,168,168,104,64
584941,2,8413,2018-01-27T14:59:26,0,813,524,524,521,298,223
597198,1,8414,2018-01-27T14:59:27,0,203,124,124,124,102,22
555088,17,8415,2018-01-27T14:59:28,0,769,455,455,453,339,114
598453,3,8416,2018-01-27T14:59:28,0,1153,819,818,818,356,462
565971,4,8417,2018-01-27T14:59:28,0,709,451,451,449,269,180
500224,10045,8418,2018-01-27T14:59:28,0,730,561,561,558,203,355
545970,1047,8419,2018-01-27T14:59:28,0,590,408,408,408,228,180
560286,10,8420,2018-01-27T14:59:28,0,964,500,500,499,300,199
585955,2,8421,2018-01-27T14:59:28,0,293,218,218,217,114,103
547263,4,8422,2018-01-27T14:59:28,0,104,79,79,79,57,22
505293,2,8423,2018-01-27T14:59:28,0,168,131,131,131,56,75
554642,15,8424,2018-01-27T14:59:29,0,794,500,500,499,244,255
547361,14016,8425,2018-01-27T14:59:29,0,1551,1026,1026,1024,384,640
542296,1,8426,2018-01-27T14:59:29,0,172,117,117,117,75,42
570478,1,8427,2018-01-27T14:59:30,0,565,377,377,377,241,136
500089,2006,8428,2018-01-27T14:59:30,0,723,548,548,546,85,461
573272,1,8429,2018-01-27T14:59:30,0,956,662,662,661,359,302
540765,4,8430,2018-01-27T14:59:30,0,612,473,473,471,156,315
572217,1,8431,2018-01-27T14:59:30,0,377,262,262,259,166,93
571164,24,8432,2018-01-27T14:59:31,0,496,379,379,379,211,168
578347,2,8433,2018-01-27T14:59:31,0,688,495,494,494,202,292
581071,1,8434,2018-01-27T14:59:31,0,628,411,411,410,260,150
533611,1,8435,2018-01-27T14:59:31,0,593,390,390,389,146,243
578860,1,8436,2018-01-27T14:59:31,0,110,72,72,71,53,18
586846,36,8437,2018-01-27T14:59:31,0,619,410,410,409,199,210
553425,2,8438,2018-01-27T14:59:31,0,844,557,557,556,322,234
573990,5,8439,2018-01-27T14:59:31,0,807,414,413,411,230,181
539911,28,8440,2018-01-27T14:59:32,0,898,612,610,608,318,290
588938,1,8441,2018-01-27T14:59:33,0,732,498,498,498,302,196
561380,16,8442,2018-01-27T14:59:33,0,684,420,420,418,256,162
538612,1,8443,2018-01-27T14:59:33,0,399,287,287,287,89,198
580481,2,8444,2018-01-27T14:59:33,0,972,536,536,536,383,153
593613,1,8445,2018-01-27T14:59:33,0,807,556,556,556,269,287
598917,26,8446,2018-01-27T14:59:34,0,665,386,386,386,301,85
574309,1,8447,2018-01-27T14:59:34,0,176,135,135,135,80,55
599701,12,8448,2018-01-27T14:59:34,0,176,136,136,136,110,26
573965,4,8449,2018-01-27T14:59:35,0,917,504,504,500,204,296
532959,1,8450,2018-01-27T14:59:35,0,465,296,296,296,184,112
581011,1,8451,2018-01-27T14:59:35,0,154,109,109,109,53,56
546496,1,8452,2018-01-27T14:59:35,0,716,487,487,486,324,162
574279,10,8453,2018-01-27T14:59:36,0,587,431,431,429,183,246
597520,22,8454,2018-01-27T14:59:36,0,608,403,403,402,222,180
529451,6,8455,2018-01-27T14:59:36,0,267,201,201,201,97,104
567779,3,8456,2018-01-27T14:59:36,0,1265,677,677,676,405,271
500178,6100,8457,2018-01-27T14:59:37,0,530,411,411,410,116,294
551058,29016,8458,2018-01-27T14:59:37,0,876,647,647,646,250,396
591181,1,8459,2018-01-27T14:59:37,0,678,527,527,526,257,269
553697,1,8460,2018-01-27T14:59:37,0,1122,521,521,517,315,202
500496,26,8461,2018-01-27T14:59:38,0,882,592,592,592,322,270
576204,1,8462,2018-01-27T14:59:38,0,581,412,412,410,240,170
519146,1,8463,2018-01-27T14:59:38,0,1030,706,706,704,444,260
560928,1,8464,2018-01-27T14:59:38,0,1064,668,666,664,428,236
546135,11035,8465,2018-01-27T14:59:38,0,1052,545,545,543,383,160
592005,14,8466,2018-01-27T14:59:38,0,813,522,522,521,281,240
533378,1,8467,2018-01-27T14:59:39,0,588,424,424,424,155,269
500208,8010,8468,2018-01-27T14:59:39,0,384,265,265,264,69,195
579599,1,8469,2018-01-27T14:59:39,0,997,648,648,647,404,243
530158,1,8470,2018-01-27T14:59:39,0,302,224,224,222,132,90
565709,2,8471,2018-01-27T14:59:39,0,1265,549,549,549,382,167
556904,60,8472,2018-01-27T14:59:40,0,893,605,605,605,320,285
598003,54,8473,2018-01-27T14:59:40,0,493,375,375,375,194,181
529575,1,8474,2018-01-27T14:59:40,0,125,76,76,75,33,42
548332,1,8475,2018-01-27T14:59:41,0,852,615,615,613,341,272
530573,8,8476,2018-01-27T14:59:41,0,132,97,97,96,53,43
598003,50,8477,2018-01-27T14:59:41,0,1042,592,592,591,413,178
569810,28,8478,2018-01-27T14:59:41,0,1021,809,809,809,315,494
552496,2,8479,2018-01-27T14:59:41,0,656,490,490,490,258,232
512982,1,8480,2018-01-27T14:59:41,0,457,339,339,339,195,144
573922,2,8481,2018-01-27T14:59:42,0,669,329,329,329,192,137
561215,2,8482,2018-01-27T14:59:42,0,1428,687,687,687,389,298
566004,1,8483,2018-01-27T14:59:42,0,423,271,271,271,186,85
503444,4,8484,2018-01-27T14:59:42,0,1119,768,768,766,449,317
551244,19002,8485,2018-01-27T14:59:43,0,815,616,616,615,259,356
589993,1,8486,2018-01-27T14:59:43,0,210,147,147,147,75,72
568015,3,8487,2018-01-27T14:59:43,0,893,582,582,580,340,240
546224,15030,8488,2018-01-27T14:59:43,0,457,303,303,303,197,106
595705,1,8489,2018-01-27T14:59:43,0,36,27,27,27,13,14
547107,12030,8490,2018-01-27T14:59:43,0,775,588,588,588,231,357
562696,1,8491,2018-01-27T14:59:43,0,44,40,40,40,22,18
574961,1,8492,2018-01-27T14:59:44,0,227,163,163,163,111,52
536148,2,8493,2018-01-27T14:59:44,0,918,567,564,563,400,163
586269,1,8494,2018-01-27T14:59:44,0,911,553,553,552,332,220
570257,1,8495,2018-01-27T14:59:44,0,126,97,97,96,35,61
535729,1,8496,2018-01-27T14:59:44,0,270,188,188,188,110,78
551953,5,8497,2018-01-27T14:59:45,0,801,490,490,489,262,227
595209,2,8498,2018-01-27T14:59:45,0,467,339,338,336,152,184
555321,44,8499,2018-01-27T14:59:45,0,943,590,590,590,388,202
599930,1,8500,2018-01-27T14:59:46,0,1285,874,874,873,533,340
581836,1,8501,2018-01-27T14:59:46,0,153,109,109,109,60,49
589250,39,8502,2018-01-27T14:59:46,0,1077,732,730,729,455,274
531839,1,8503,2018-01-27T14:59:46,0,676,512,512,511,240,271
532991,1,8504,2018-01-27T14:59:46,0,867,655,655,655,292,363
569003,1,8505,2018-01-27T14:59:47,0,500,335,335,335,195,140
542831,1,8506,2018-01-27T14:59:47,0,615,420,419,419,253,166
547212,1,8507,2018-01-27T14:59:48,0,405,238,238,236,162,74
577979,1,8508,2018-01-27T14:59:48,0,121,75,75,75,55,20
567451,15,8509,2018-01-27T14:59:48,0,780,475,475,475,357,118
537004,15,8510,2018-01-27T14:59:48,0,795,530,530,528,245,283
546046,19002,8511,2018-01-27T14:59:48,0,1033,710,710,709,420,289
539911,26,8512,2018-01-27T14:59:48,0,608,327,327,324,198,126
549801,1,8513,2018-01-27T14:59:49,0,403,279,279,279,153,126
569399,1,8514,2018-01-27T14:59:49,0,418,327,327,327,143,184
571776,2,8515,2018-01-27T14:59:49,0,868,652,652,648,325,323
562971,31,8516,2018-01-27T14:59:49,0,1118,688,688,687,423,264
593737,2,8517,2018-01-27T14:59:49,0,69,52,52,52,37,15
567485,1,8518,2018-01-27T14:59:50,0,515,348,348,348,226,122
578843,3,8519,2018-01-27T14:59:50,0,115,94,94,94,51,43
572144,1,8520,2018-01-27T14:59:50,0,103,86,86,86,63,23
545171,1,8521,2018-01-27T14:59:51,0,610,432,432,431,249,182
567043,2,8522,2018-01-27T14:59:51,0,655,326,326,324,239,85
596973,3,8523,2018-01-27T14:59:51,0,742,539,539,539,313,226
555321,8,8524,2018-01-27T14:59:51,0,655,367,367,367,202,165
534153,1,8525,2018-01-27T14:59:51,0,280,181,181,181,104,77
539112,1,8526,2018-01-27T14:59:51,0,388,222,222,220,134,86
574848,4,8527,2018-01-27T14:59:51,0,75,60,60,60,38,22
584037,1,8528,2018-01-27T14:59:52,0,1016,822,822,821,328,493
566454,1,8529,2018-01-27T14:59:52,0,454,236,236,236,169,67
581364,1,8530,2018-01-27T14:59:53,0,1049,756,756,755,446,309
531022,1,8531,2018-01-27T14:59:53,0,463,351,351,350,217,133
591629,1,8532,2018-01-27T14:59:53,0,880,635,635,634,381,253
569089,1,8533,2018-01-27T14:59:54,0,548,411,411,411,273,138
544736,2,8534,2018-01-27T14:59:54,0,159,110,110,110,63,47
584142,1,8535,2018-01-27T14:59:55,0,917,670,670,670,322,348
599565,5,8536,2018-01-27T14:59:55,0,799,573,573,572,326,246
576590,4,8537,2018-01-27T14:59:55,0,235,166,166,166,97,69
565920,1,8538,2018-01-27T14:59:55,0,83,57,57,57,24,33
545970,1038,8539,2018-01-27T14:59:55,0,589,446,446,444,265,179
562335,45,8540,2018-01-27T14:59:55,0,383,266,266,266,159,107
549410,1,8541,2018-01-27T14:59:56,0,230,182,182,181,60,121
585807,1,8542,2018-01-27T14:59:56,0,384,256,256,255,165,90
582042,1,8543,2018-01-27T14:59:57,0,170,126,126,126,82,44
564095,6,8544,2018-01-27T14:59:58,0,241,149,149,149,88,61
576271,9,8545,2018-01-27T14:59:58,0,77,62,62,62,22,40
553654,5,8546,2018-01-27T14:59:58,0,776,497,497,497,306,191
557072,5015,8547,2018-01-27T14:59:59,0,690,479,478,478,244,234
533041,3,8548,2018-01-27T14:59:59,0,175,136,136,136,81,55
598810,14,8549,2018-01-27T14:59:59,0,774,438,438,438,231,207
578380,8,8550,2018-01-27T15:00:00,0,56,40,40,40,29,11
560839,1,8551,2018-01-27T15:00:00,0,290,186,186,184,95,89
547361,14021,8552,2018-01-27T15:00:00,0,1297,898,898,897,302,595
596655,1,8553,2018-01-27T15:00:00,0,625,478,478,477,353,124
579891,12,8554,2018-01-27T15:00:00,0,585,431,431,431,164,267
555088,33,8555,2018-01-27T15:00:01,0,738,475,475,475,340,135
579475,1,8556,2018-01-27T15:00:01,0,301,223,223,223,126,97
545201,1,8557,2018-01-27T15:00:01,0,911,408,408,408,203,205
586781,1,8558,2018-01-27T15:00:01,0,630,405,404,403,258,145
555118,7006,8559,2018-01-27T15:00:01,0,256,176,176,176,89,87
556904,21,8560,2018-01-27T15:00:02,0,980,636,636,635,299,336
549983,1,8561,2018-01-27T15:00:02,0,128,91,91,90,61,29
511307,1,8562,2018-01-27T15:00:03,0,91,76,76,76,39,37
572837,1,8563,2018-01-27T15:00:03,0,469,313,313,312,167,145
532142,1,8564,2018-01-27T15:00:03,0,642,424,424,423,225,198
533114,2,8565,2018-01-27T15:00:03,0,719,404,404,404,263,141
541354,1,8566,2018-01-27T15:00:03,0,1193,899,899,898,498,400
571385,5,8567,2018-01-27T15:00:03,0,621,393,393,393,187,206
596094,1,8568,2018-01-27T15:00:04,0,351,280,280,280,148,132
547034,11033,8569,2018-01-27T15:00:04,0,823,601,601,601,247,354
599069,22,8570,2018-01-27T15:00:04,0,891,525,525,525,406,119
541630,12,8571,2018-01-27T15:00:05,0,818,609,609,608,287,321
546208,4006,8572,2018-01-27T15:00:05,0,601,303,303,301,156,145
534358,1,8573,2018-01-27T15:00:05,0,470,303,303,303,155,148
569810,72,8574,2018-01-27T15:00:05,0,1129,805,805,803,347,456
556955,3,8575,2018-01-27T15:00:05,0,64,54,54,54,31,23
590908,1,8576,2018-01-27T15:00:06,0,314,252,252,252,138,114
542504,1,8577,2018-01-27T15:00:06,0,117,82,82,81,63,18
596230,11,8578,2018-01-27T15:00:06,0,184,143,143,143,77,66
541273,1,8579,2018-01-27T15:00:06,0,189,145,145,144,84,60
569542,1,8580,2018-01-27T15:00:06,0,352,286,286,284,177,107
586846,7,8581,2018-01-27T15:00:06,0,621,433,433,432,246,186
557536,2,8582,2018-01-27T15:00:06,0,71,55,55,55,36,19
592111,1,8583,2018-01-27T15:00:06,0,670,486,486,486,312,174
546003,3008,8584,2018-01-27T15:00:07,0,674,396,394,393,192,201
550949,1,8585,2018-01-27T15:00:07,0,153,89,89,89,50,39
557650,4,8586,2018-01-27T15:00:07,0,143,102,102,102,65,37
547174,17003,8587,2018-01-27T15:00:07,0,583,445,445,442,184,258
553425,1,8588,2018-01-27T15:00:07,0,854,680,680,677,295,382
550973,23012,8589,2018-01-27T15:00:07,0,655,156,156,156,49,107
579157,2,8590,2018-01-27T15:00:08,0,96,74,74,74,27,47
538914,1,8591,2018-01-27T15:00:08,0,1048,724,724,716,303,413
566721,1,8592,2018-01-27T15:00:08,0,354,246,246,246,151,95
500208,8068,8593,2018-01-27T15:00:08,0,542,358,358,358,93,265
545911,8034,8594,2018-01-27T15:00:08,0,638,397,397,396,245,151
557374,1,8595,2018-01-27T15:00:08,0,200,126,126,125,69,56
581283,23,8596,2018-01-27T15:00:08,0,761,550,549,547,268,279
560286,11,8597,2018-01-27T15:00:08,0,1014,547,547,547,365,182
568961,1,8598,2018-01-27T15:00:08,0,351,267,267,267,161,106
551287,14001,8599,2018-01-27T15:00:09,0,940,633,632,632,320,312
564567,20,8600,2018-01-27T15:00:09,0,684,379,378,378,237,141
560952,1,8601,2018-01-27T15:00:09,0,646,458,458,458,243,215
